2, 8C, 0.029281
2, 8D, 0.030352
2, 8E, 0.013684
2, 8F, 0.012916
2, 90, 0.039960
2, 91, 0.053304
2, 92, 0.028461
2, 93, 0.025127
2, 94, 0.025182
2, 95, 0.033054
2, 96, 0.039448
2, 97, 0.034330
2, 98, 0.024010
2, 99, 0.026870
2, 9A, 0.034157
2, 9B, 0.033021
2, 9C, 0.033307
2, 9D, 0.028127
2, 9E, 0.022600
2, 9F, 0.021549
2, C0, 0.000104
2, C1, 0.002016
2, C2, 0.006613
2, C3, 0.006258
2, C4, 0.002884
2, C5, 0.009466
2, C6, 0.002466
2, C7, 0.001024
2, C8, 0.002058
2, C9, 0.000157
2, CA, 0.000000
2, CB, 0.000073
2, CC, 0.000000
2, CD, 0.000000
2, CE, 0.000000
2, CF, 0.000000
2, D0, 0.008536
2, D1, 0.000000
2, D2, 0.002904
2, D3, 0.001557
2, D4, 0.013269
2, D5, 0.004440
2, D6, 0.002110
2, D7, 0.002330
2, D8, 0.007282
2, D9, 0.006363
2, DA, 0.000804
2, DB, 0.000157
2, DC, 0.002518
2, DD, 0.004210
2, DE, 0.007846
2, DF, 0.007052
3, A0, 0.016484
3, A1, 0.016573
3, A2, 0.020284
3, A3, 0.030360
3, A4, 0.025382
3, A5, 0.027903
3, A6, 0.012012
3, A7, 0.020037
3, A8, 0.030039
3, A9, 0.029039
3, AA, 0.012464
3, AB, 0.011504
3, AC, 0.010866
3, AD, 0.013012
3, AE, 0.033934
3, AF, 0.026116
3, B0, 0.022933
3, B1, 0.019222
3, B2, 0.054348
3, B3, 0.042146
3, B4, 0.042225
3, B5, 0.039693
3, B6, 0.035749
3, B7, 0.020100
3, B8, 0.031630
3, B9, 0.031609
3, BA, 0.021551
3, BB, 0.027809
3, BC, 0.020019
3, BD, 0.019258
3, BE, 0.032158
3, BF, 0.039528
4, 00, 0.005669
4, 01, 0.005364
4, 02, 0.000090
4, 03, 0.001728
4, 04, 0.002113
4, 05, 0.000888
4, 06, 0.002766
4, 07, 0.008136
4, 08, 0.000352
4, 09, 0.000209
4, 0A, 0.002176
4, 0B, 0.001487
4, 0C, 0.000945
4, 0D, 0.000894
4, 0E, 0.000015
4, 0F, 0.000288
4, 10, 0.003610
4, 11, 0.002342
4, 12, 0.007676
4, 13, 0.000601
4, 14, 0.001924
4, 15, 0.002019
4, 16, 0.012413
4, 17, 0.004715
4, 18, 0.000991
4, 19, 0.000467
4, 1A, 0.008137
4, 1B, 0.006088
4, 1C, 0.007140
4, 1D, 0.006267
4, 1E, 0.003378
4, 1F, 0.003609
4, 40, 0.020440
4, 41, 0.022699
4, 42, 0.036203
4, 43, 0.022110
4, 44, 0.031684
4, 45, 0.030809
4, 46, 0.027621
4, 47, 0.014410
4, 48, 0.036855
4, 49, 0.033073
4, 4A, 0.015019
4, 4B, 0.018200
4, 4C, 0.016422
4, 4D, 0.015439
4, 4E, 0.037800
4, 4F, 0.036272
4, 50, 0.024045
4, 51, 0.024582
4, 52, 0.036554
4, 53, 0.059009
4, 54, 0.039113
4, 55, 0.044800
4, 56, 0.018640
4, 57, 0.034355
4, 58, 0.024752
4, 59, 0.033601
4, 5A, 0.018970
4, 5B, 0.025946
4, 5C, 0.016276
4, 5D, 0.023785
4, 5E, 0.024996
4, 5F, 0.031219
5, 80, 0.005036
5, 81, 0.008421
5, 82, 0.015693
5, 83, 0.014104
5, 84, 0.014564
5, 85, 0.012725
5, 86, 0.001609
5, 87, 0.000313
5, 88, 0.026537
5, 89, 0.008881
5, 8A, 0.004221
5, 8B, 0.004660
5, 8C, 0.017072
5, 8D, 0.000000
5, 8E, 0.005809
5, 8F, 0.003113
5, 90, 0.000000
5, 91, 0.000000
5, 92, 0.000000
5, 93, 0.000000
5, 94, 0.004116
5, 95, 0.000313
5, 96, 0.000000
5, 97, 0.000146
5, 98, 0.005767
5, 99, 0.018931
5, 9A, 0.004931
5, 9B, 0.002048
5, 9C, 0.000209
5, 9D, 0.004033
5, 9E, 0.013227
5, 9F, 0.012516
5, C0, 0.022799
5, C1, 0.022190
5, C2, 0.013324
5, C3, 0.012409
5, C4, 0.016066
5, C5, 0.014349
5, C6, 0.028613
5, C7, 0.028560
5, C8, 0.015212
5, C9, 0.019981
5, CA, 0.039818
5, CB, 0.041173
5, CC, 0.044985
5, CD, 0.049316
5, CE, 0.017348
5, CF, 0.017658
5, D0, 0.040063
5, D1, 0.043043
5, D2, 0.015066
5, D3, 0.015903
5, D4, 0.011375
5, D5, 0.014125
5, D6, 0.037440
5, D7, 0.038704
5, D8, 0.013821
5, D9, 0.014767
5, DA, 0.032252
5, DB, 0.032730
5, DC, 0.022699
5, DD, 0.022916
5, DE, 0.015534
5, DF, 0.016964
6, 20, 0.016134
6, 21, 0.017251
6, 22, 0.035634
6, 23, 0.030816
6, 24, 0.027193
6, 25, 0.027315
6, 26, 0.017921
6, 27, 0.012206
6, 28, 0.033391
6, 29, 0.030678
6, 2A, 0.014834
6, 2B, 0.025757
6, 2C, 0.019004
6, 2D, 0.018516
6, 2E, 0.021563
6, 2F, 0.030787
6, 30, 0.021801
6, 31, 0.018324
6, 32, 0.026316
6, 33, 0.030119
6, 34, 0.035151
6, 35, 0.033672
6, 36, 0.020527
6, 37, 0.021737
6, 38, 0.038300
6, 39, 0.036379
6, 3A, 0.031478
6, 3B, 0.019297
6, 3C, 0.026784
6, 3D, 0.023987
6, 3E, 0.050657
6, 3F, 0.037388
